longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_150years,return_level_250years,return_level_500years
grid_123.7999999999993861_7.7999999999999385,13.76393038332193,14.581508180532516,14.776748937485682,14.850871184992025,14.870490823415544,14.883624357354588,14.89144594226859
grid_123.7999999999993861_7.8999999999999382,11.232312152001894,11.885358788030638,12.016168132582733,12.059178817891116,12.069256459942796,12.075406093590958,12.078656518876157
grid_123.7999999999993861_7.9999999999999378,9.605881769084927,10.00993823522229,10.08097896865905,10.101986722477394,10.106482450404236,10.109045305055286,10.110286336756007
grid_123.7999999999993861_8.0999999999999375,9.444330098686352,9.752137997784452,9.813294308276388,9.833269861178517,9.837923874257958,9.840751794335095,9.842238330023568
grid_123.7999999999993861_8.1999999999999371,9.780574000705165,10.160104389417073,10.2625560381399,10.305576137900722,10.317971710030974,10.326827468586034,10.332564120856894
grid_123.7999999999993861_8.2999999999999368,10.897698252251558,11.531863245812596,12.011590544153337,12.49131784249408,12.771940322595682,13.125482836055117,13.60521013439586
grid_123.7999999999993861_8.3999999999999364,13.247964880424977,15.108189025603831,16.51539426798682,17.922599510369814,18.745761807982085,19.78282365554867,21.190028897931658
grid_123.7999999999993861_8.4999999999999361,17.24264219888103,18.719214489324692,19.149233139176502,19.341474559171026,19.399850189885505,19.443280868463603,19.47292967871944
grid_123.7999999999993861_9.5999999999999321,22.69642985887622,26.406683866456838,29.213382674001856,32.02008148154688,33.6618950347795,35.7303354891275,38.537034296672516
grid_123.8999999999993804_10.3999999999999293,27.198848927391207,31.138122373864952,32.12630742790339,32.51694552147556,32.62393137788413,32.697441502099025,32.74271975779507
grid_123.8999999999993804_10.4999999999999289,27.240530890905642,30.77736882120176,31.73417327408189,32.13665565936281,32.252797651126976,32.33586821205094,32.38976026513284
grid_123.8999999999993804_10.5999999999999286,29.33550091878216,32.97765588289704,33.97415572061642,34.39726237849486,34.52031447344698,34.60885973488687,34.66675313409256
grid_123.8999999999993804_10.6999999999999282,33.03152219795983,36.194442033039394,36.76610635039739,36.93898743302387,36.97670172567458,36.998512508527334,37.00927103654185
grid_123.8999999999993804_10.7999999999999279,34.219245951974074,37.911962090526565,38.79424209837215,39.12933429714649,39.218061861289286,39.27747262218056,39.31286648341153
grid_123.8999999999993804_11.8999999999999240,34.60635554448743,37.50034404818561,39.68956183914629,41.878779630106976,43.15938994373059,44.77276813380516,46.96198592476584
grid_123.8999999999993804_11.9999999999999236,36.16521329637677,37.74051643236528,37.98920420596238,38.05659948048275,38.06998037410075,38.077193821538536,38.080444980448114
grid_123.8999999999993804_12.0999999999999233,32.63665555615406,34.16618365320323,34.5228244221852,34.65559637524276,34.690163561909785,34.713012813567516,34.7264006308661
grid_123.8999999999993804_12.1999999999999229,29.32722724998537,30.623326570398355,30.953443412035167,31.08558407930644,31.122157269493897,31.147490554244147,31.163258149876242
grid_123.8999999999993804_12.6999999999999211,29.016636891585843,32.040323929272866,34.327654873657295,36.614985818041724,37.952988647245725,39.63867285572874,41.92600380011317
