,value,region_id,impf_,geometry
383,128104.12618068676,616,1,POINT (17.38333333 54.51666667)
384,117874.22494992007,616,1,POINT (17.41666667 54.51666667)
385,113292.5789878414,616,1,POINT (17.45 54.51666667)
386,130600.87267145497,616,1,POINT (17.48333333 54.51666667)
387,119572.93230818729,616,1,POINT (17.51666667 54.51666667)
388,129922.67315659954,616,1,POINT (17.55 54.51666667)
389,175154.19431447602,616,1,POINT (17.58333333 54.51666667)
390,220415.38296533737,616,1,POINT (17.61666667 54.51666667)
391,320061.61826736026,616,1,POINT (17.65 54.51666667)
392,1727283.3782105006,616,1,POINT (17.68333333 54.51666667)
393,98125092.48035258,616,1,POINT (17.71666667 54.51666667)
394,416928186.32500076,616,1,POINT (17.75 54.51666667)
395,91074186.87059352,616,1,POINT (17.78333333 54.51666667)
396,2207623.1851648856,616,1,POINT (17.81666667 54.51666667)
397,400373.0063013035,616,1,POINT (17.85 54.51666667)
398,445038.265444604,616,1,POINT (17.88333333 54.51666667)
399,891946.9525872449,616,1,POINT (17.91666667 54.51666667)
400,320864.84363064024,616,1,POINT (17.95 54.51666667)
401,350753.03233357193,616,1,POINT (17.98333333 54.51666667)
402,707913.9125310183,616,1,POINT (18.01666667 54.51666667)
403,1245726.214821912,616,1,POINT (18.05 54.51666667)
404,2048968.6693047367,616,1,POINT (18.08333333 54.51666667)
405,2273861.8502185815,616,1,POINT (18.11666667 54.51666667)
406,1610796.0498955909,616,1,POINT (18.15 54.51666667)
407,1133892.5259854035,616,1,POINT (18.18333333 54.51666667)
408,1021765.9120006289,616,1,POINT (18.21666667 54.51666667)
409,970340.2286429498,616,1,POINT (18.25 54.51666667)
410,1019502.838127054,616,1,POINT (18.28333333 54.51666667)
411,2005693.8512661115,616,1,POINT (18.31666667 54.51666667)
412,15919697.98915963,616,1,POINT (18.35 54.51666667)
413,124892540.96068677,616,1,POINT (18.38333333 54.51666667)
414,368243975.378389,616,1,POINT (18.41666667 54.51666667)
415,865242017.8716613,616,1,POINT (18.45 54.51666667)
416,1097298506.4781256,616,1,POINT (18.48333333 54.51666667)
417,1532448074.53042,616,1,POINT (18.51666667 54.51666667)
418,1176508488.0400648,616,1,POINT (18.55 54.51666667)
419,110521.71643989267,616,1,POINT (16.48333333 54.48333333)
420,122503.97802494394,616,1,POINT (16.51666667 54.48333333)
421,123671.69914724221,616,1,POINT (16.55 54.48333333)
422,119562.25645108281,616,1,POINT (16.58333333 54.48333333)
423,119098.41482885416,616,1,POINT (16.61666667 54.48333333)
424,119097.54459357685,616,1,POINT (16.65 54.48333333)
425,119097.54459357685,616,1,POINT (16.68333333 54.48333333)
426,119151.13205026266,616,1,POINT (16.71666667 54.48333333)
427,124065.9761428557,616,1,POINT (16.75 54.48333333)
428,229034.65420637335,616,1,POINT (16.78333333 54.48333333)
429,919478.0318251236,616,1,POINT (16.81666667 54.48333333)
430,2360747.384048449,616,1,POINT (16.85 54.48333333)
431,13018908.005473856,616,1,POINT (16.88333333 54.48333333)
432,26564959.225693457,616,1,POINT (16.91666667 54.48333333)
433,34122602.831149906,616,1,POINT (16.95 54.48333333)
434,123158657.15605402,616,1,POINT (16.98333333 54.48333333)
435,261590946.53916863,616,1,POINT (17.01666667 54.48333333)
436,195435521.151896,616,1,POINT (17.05 54.48333333)
437,72022933.96148588,616,1,POINT (17.08333333 54.48333333)
438,40390124.599877566,616,1,POINT (17.11666667 54.48333333)
439,12787294.206437312,616,1,POINT (17.15 54.48333333)
440,889752.0209290433,616,1,POINT (17.18333333 54.48333333)
441,148457.85054004783,616,1,POINT (17.21666667 54.48333333)
442,393390.4233241367,616,1,POINT (17.25 54.48333333)
443,393518.4919379091,616,1,POINT (17.28333333 54.48333333)
444,132838.84516830218,616,1,POINT (17.31666667 54.48333333)
